新闻id,时间,标题,内容,链接
b9c128ff70f28198,2026-05-30 00:02:11,Loracle 5倍杠杆空头浮亏超3500万美元,"Hyperbot数据显示，Loracle的5倍杠杆HYPE空头头寸浮动亏损超过3500万美元。据NS3报道，该头寸持有1,751,559.03枚HYPE，清算价格为91美元。",https://www.binance.com/zh-CN/square/post/328414540900930
0f051e80ff063bee,2026-05-30 00:02:03,巨鲸开12900 ETH多头仓位,一位Hyperliquid巨鲸以25倍杠杆开设了12900 ETH的多头仓位。据NS3报道，该仓位开仓价格为2011.7美元，清算价格为1967.1美元。,https://www.binance.com/zh-CN/square/post/328414509774833
58fdb3164ce2d7df,2026-05-30 00:01:30,Evaded持有960 BTC空头头寸,Evaded平仓了一个以太坊空头头寸，但仍持有960 BTC的空头头寸，杠杆为30倍。据NS3报道，该比特币空头头寸约有200万美元的未实现利润，回报率为80%。,https://www.binance.com/zh-CN/square/post/328414375791873
74c591904f3cb8f1,2026-05-29 23:55:24,Aaron Klein：CFTC面临监管困境,Aaron Klein警告称，CFTC可能因《Clarity Act》面临监管困境。据NS3报道，Klein表示，若无新增人员、资金和专业知识，新授权可能导致监管表象而无实质监督。,https://www.binance.com/zh-CN/square/post/328412875039825
23c77b05ccb77444,2026-05-29 23:54:35,Hyperliquid 欢迎 CFTC 永续合约新规,据 ChainCatcher 报道，Hyperliquid 游说组织 Hyperliquid Policy Center 发文欢迎美国商品期货交易委员会（CFTC）最新监管举措，包括批准美国首个上市永续合约、发布永续衍生品上市政策声明及相关指引。这些举措首次明确承认永续合约在价格发现和风险管理中的合法性与重要性。Hyperliquid Policy Center 表示，期待与 CFTC 合作，推动适用于中心化中介机构和链上协议的监管框架。,https://www.binance.com/zh-CN/square/post/328412674497682
155136fb834f51e0,2026-05-29 23:54:07,伊朗否认特朗普评论,据Odaily星球日报报道，伊朗媒体 Fars News 报道称，伊朗消息人士否认了美国总统特朗普的最新评论。该消息人士指出，与美国的协议在伊朗的批准阶段已接近尾声，但尚未做出最终决定。该人士表示，特朗普的评论是“试图描绘一个虚构的胜利”。,https://www.binance.com/zh-CN/square/post/328412559126642
9a2f68e4e3a4748f,2026-05-29 23:49:29,ViaBTC启动十周年纪念活动,ViaBTC集团宣布启动“Proof of Decade”十周年纪念活动，庆祝自2016年成立以来的持续发展。据 BeInCrypto 报道，ViaBTC自2016年6月5日推出矿池服务以来，已为全球超过150个国家和地区的200万用户提供服务。ViaBTC矿池在LTC/DOGE合并挖矿、ZEC挖矿和BCH挖矿中排名全球第一，并支持超过十种主要PoW加密货币。此次活动将包括全球社区庆祝活动和10万美元奖池活动，计划于2026年6月2日开启。,https://www.binance.com/zh-CN/square/post/328411421162625
ee1192a954d2767c,2026-05-29 23:40:56,Ventuals将赔偿SpaceX合约用户损失,Ventuals表示，其SpaceX永续合约在30分钟内下跌45%后，将在48小时内赔偿受影响用户。据NS3报道，Hyperliquid数据显示，此次波动导致484名用户被清算，24小时内名义价值损失达174万美元。Ventuals将此次崩盘归因于其预言机定价系统中使用的链下数据提供商提供了错误数据。,https://www.binance.com/zh-CN/square/post/328409321352881
5fd2c1baec0fca82,2026-05-29 23:34:15,原油价格短期下跌2%以上,WTI原油短期下跌2.21%，至每桶89.05美元。据NS3报道，布伦特原油下跌2.5%，现货黄金触及每盎司4560美元。,https://www.binance.com/zh-CN/square/post/328407678705169
ae88f06bd4828a28,2026-05-29 23:34:07,"BTC 突破 74,000 USDT，24 小时涨幅1.66%","据币安行情数据显示，BTC 突破 74,000 USDT，现报价 74,070.703125 USDT，24 小时涨幅1.66%。",https://www.binance.com/zh-CN/square/post/328407644936529
b9f137bea24a354a,2026-05-29 23:33:37,摩根士丹利比特币持仓突破 3500 枚,据 ChainCatcher 报道，Arkham 监测显示，摩根士丹利旗下现货比特币交易所交易基金 MSBT 今晨增持 57.332 枚 BTC。截至目前，其比特币总持仓量已达 3543 枚。,https://www.binance.com/zh-CN/square/post/328407523114578
7e3135fc71a9cbd1,2026-05-29 23:18:19,Klein：CFTC或面临更大数字资产监管任务,Brookings研究员Klein表示，根据当前加密立法，美国商品期货交易委员会（CFTC）可能会获得更大的数字资产监管任务。据NS3报道，Klein警告称，若没有更多人员、资金和专业知识的支持，新权力可能导致缺乏实质性监督的监管。,https://www.binance.com/zh-CN/square/post/328403760457058
dc5de83f3af0bc2b,2026-05-29 23:14:22,CFTC主席宣布美国加密资产市场重大变化,美国商品期货交易委员会（CFTC）主席Selig表示，多年来，一个重要的加密资产市场一直存在于美国之外。据CoinDesk报道，今天这一情况发生了变化，标志着美国加密资产市场的重大转折。,https://www.binance.com/zh-CN/square/post/328402788533249
d1372a6fecc9f144,2026-05-29 23:14:01,Polymarket 与 OneFootball 达成合作,Polymarket 宣布与体育媒体平台 OneFootball 达成独家合作。据 Foresight News 报道，Polymarket 的足球预测市场将向 OneFootball 用户开放。,https://www.binance.com/zh-CN/square/post/328402702563345
d18520855cc81ab5,2026-05-29 23:13:27,伊利诺伊州居民被骗超3.5万美元,伊利诺伊州居民Jennifer Lichthardt因诈骗者冒充Chase反欺诈官员和FBI而损失超过3.5万美元。据NS3报道，Chase建议消费者忽略要求转移资金或提供账户访问权限的请求。,https://www.binance.com/zh-CN/square/post/328402565139777
762d595f0d5c7516,2026-05-29 23:08:41,Alphabet 宣布 Google 股票股息日期,Alphabet 宣布 Google 股票的除息日为2026年6月8日。据 NS3 报道，投资者需在2026年6月5日收盘前购买GOOG股票，才能获得每股0.22美元的季度股息。股息计划于2026年6月15日发放。,https://www.binance.com/zh-CN/square/post/328401392919650
da4ed3019ace279d,2026-05-29 23:04:17,特朗普：海上封锁将解除,特朗普表示，海上封锁将被解除，滞留在霍尔木兹海峡的船只可能开始返航。据Odaily星球日报报道，美国将与伊朗及国际原子能机构协调，挖出铀矿并予以销毁，其他不那么重要的事项已达成一致。,https://www.binance.com/zh-CN/square/post/328400310886913
9aacdbfafbf9375d,2026-05-29 23:03:56,"以太坊跌破 2,000 美元，短期风险偏向下行","以太坊在跌破 2,000 美元关键支撑后延续弱势行情。据Odaily星球日报报道，市场分析师警告短期“下行压力”仍占主导，交易者正聚焦 1,800–1,750 美元支撑区间的防守情况。CryptoQuant 分析师 PelinayPA 指出，ETH 估算杠杆率仍处于约 0.74 的相对高位，资金费率自 4 月以来持续为正，显示多头拥挤，但价格持续走弱；RSI 约 31，接近超卖但尚未形成有效反弹信号。美国现货以太坊 ETF 已连续 13 个交易日录得净流出，累计约 6.95 亿美元，其中单日最大流出约 1.21 亿美元，反映机构配置需求持续降温。",https://www.binance.com/zh-CN/square/post/328400224678722
dad0f7e2de790340,2026-05-29 23:03:18,Susquehanna上调Micron目标价至1750美元,Susquehanna分析师Mehdi Hosseini将Micron的目标价从600美元上调至1750美元，并维持积极评级。据NS3报道，Susquehanna预计Micron第二季度DRAM平均售价环比上涨50%至60%。,https://www.binance.com/zh-CN/square/post/328400071425553
f60697d3e5a881f3,2026-05-29 23:02:59,特朗普呼吁伊朗放弃核武器,特朗普表示，将召开会议对伊朗问题做出最终决定。据 NS3 报道，特朗普要求伊朗同意永不拥有核武器和炸弹，并呼吁立即开放霍尔木兹海峡。,https://www.binance.com/zh-CN/square/post/328399993724770
edb203641f8e9feb,2026-05-29 23:00:52,SoFi推出稳定币股价上涨7%,据CoinDesk报道，SoFi（SOFI）股价周五上涨7%，因公司推出美元支持的稳定币SoFiUSD，吸引投资者关注。该稳定币已向其银行应用的1500万用户推出，使SoFi成为首家直接向零售客户提供稳定币的美国国家银行。尽管股价自年初以来下跌34%，但过去一周上涨15%，目前交易价格为18.01美元。,https://www.binance.com/zh-CN/square/post/328399470960737
f02d9abc44e2520e,2026-05-29 22:58:09,TokenLockr 推出与代币价格挂钩的支付系统,TokenLockr 推出了一种智能合约系统，将网红支付与代币价格表现目标挂钩。据 NS3 报道，该公司表示，活动奖励分为保证部分和基于表现的部分。,https://www.binance.com/zh-CN/square/post/328398805535410
0b1cb864451f3253,2026-05-29 22:53:41,"美光目标价上调至 1,750 美元","华尔街量化交易巨头 Susquehanna 分析师 Mehdi Hosseini 将美光（MU）目标价从 600 美元大幅上调至 1,750 美元，并维持 ""积极"" 评级。据Odaily星球日报报道，美光第二季度 DRAM 平均销售价格预计环比上涨 50%-60%，高于此前市场预期的 50%；NAND 平均销售价格则预计环比持平于增长 75%-100% 区间。Susquehanna 上调了所覆盖存储厂商的盈利预测。",https://www.binance.com/zh-CN/square/post/328397705424561
0421953bda8c3666,2026-05-29 22:49:11,美国衍生品监管机构允许加密货币永续合约在注册平台交易,美国主要衍生品监管机构表示，如果满足某些条件，加密货币永续期货合约可以在注册的本土平台上进行交易。据Bloomberg报道，这将把一种目前几乎完全存在于海外的流行交易工具引入美国。,https://www.binance.com/zh-CN/square/post/328396601207970
986537ddbe218bcc,2026-05-29 22:45:40,KalshiEX获准上线BTCPERP期货,KalshiEX获得美国商品期货交易委员会（CFTC）批准，可以将BTCPERP作为期货产品上线。据NS3报道，BTCPERP参考比特币现货价格，并于2026年5月29日提交审查。批准令要求Kalshi在上线和维护合约时遵循《商品交易法》和相关CFTC法规。,https://www.binance.com/zh-CN/square/post/328395736403682
92b585af0d0b7f2e,2026-05-29 22:43:45,地缘政治 | 波斯湾油轮逐渐脱困,据Odaily星球日报报道，在伊朗战事爆发后滞留波斯湾的非伊朗籍大型油轮中，约四分之一已逐渐脱困。彭博社数据显示，自2月28日冲突爆发后，共有109艘大型船只受困，其中29艘已成功穿越霍尔木兹海峡。尽管这些货物仅占滞留总量的一小部分，但在全球市场库存缓冲缩减背景下，这些货物迅速被市场抢购。此外，许多船只关闭位置广播设备，实际撤离数量可能更高。,https://www.binance.com/zh-CN/square/post/328395264313698
f593029b082a730a,2026-05-29 22:34:00,XLM 因 DTCC 合作上涨 51.75%，但面临回调风险,Stellar 的原生代币 XLM 本周上涨超过 50%，表现优于整体加密市场。据 Cointelegraph 报道，美国金融巨头 DTCC 宣布将其代币化证券平台与 Stellar 网络集成。 XLM 在 DTCC 宣布后上涨 51.75%，周五达到 $0.224 的高点，这是自 1 月以来的最高水平。交易量大幅上升，显示出买家积极入场。 Stellar 的空头交易清算达到 $12.41 百万，而多头清算为 $6.82 百万，显示空头交易者遭受更大损失。XLM 的未平仓合约几乎翻倍，达到 $292.11 百万。 XLM 的最新突破与之前的上涨相似，可能面临回调风险。2024 年 11 月，XLM 在特朗普连任后上涨 640%，但随后下跌 68.6%。类似情况在 2025 年 7 月 PayPal 稳定币推出时发生。 目前 XLM 面临长期阻力区，若未能突破，可能回调至 $0.112–$0.136 区间，跌幅达 30%–40%。若突破阻力，可能上涨至 $0.28–$0.30 区间，上涨约 40%。,https://www.binance.com/zh-CN/square/post/328392871303490
2cc58e46d6be8e2c,2026-05-29 22:32:19,Sui网络再度宕机近两小时,Sui再次发生重大宕机事件，距上次事件不到24小时。据NS3报道，Suiscan显示该链近两小时未处理区块。周四的宕机持续了5小时55分钟。Sui表示，昨日的网络停滞是由1.72版本引入的燃气收费逻辑错误导致的。SUI代币交易价格为0.90美元，当日略有下跌。,https://www.binance.com/zh-CN/square/post/328392454537249
18fe4ae78806f021,2026-05-29 22:31:57,Zcash 未在欧盟被禁,Paul Brigner 表示，Zcash 并未在欧盟被禁。据 NS3 报道，他指出，欧盟法规限制受监管的加密服务提供商处理无法验证的账户和交易。,https://www.binance.com/zh-CN/square/post/328392365155698
e02788397f49570b,2026-05-29 22:31:41,Wintermute 进军预测市场领域,Wintermute 正在扩展其业务至预测市场领域。Jake Ostrovskis 表示，预测市场的需求与大型资产类别相似，但流动性仍处于早期阶段。据 NS3 报道，,https://www.binance.com/zh-CN/square/post/328392299667217
f439af53485f2800,2026-05-29 22:23:44,AI趋势 | 阿波罗与黑石筹资360亿美元支持Anthropic,据Odaily星球日报报道，私募巨头阿波罗全球管理与黑石集团正在为一项规模约360亿美元的债务融资交易引入更多投资者，以帮助Anthropic构建其人工智能基础设施。知情人士透露，这笔融资将用于购买谷歌定制的TPU芯片，随后由Anthropic租赁使用。协助谷歌开发该芯片的博通将为交易的大部分款项提供担保。此举可能成为史上规模最大的私募信贷交易之一，也是迄今最大的一笔芯片融资债务交易。,https://www.binance.com/zh-CN/square/post/328390347368466
